codigo,descripcion,unidad,Saldoin-Cantidad,Saldoin-Valor,ent-Cantidad,ent-Valor,sal-Cantidad,sal-Valor,sadout-Cantidad,saldout-Valor,SUB-CATEGORIA,tipo,estado_mat,descripcion_material,titulo,color,color_id
13-26-19,,KILOS,0.0,0.0,216.0,216.0,216.0,216.0,0.0,0.0,2/18,HB,,,2/18,NARANJA,1023
13-26-24,,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18,NARANJA,1020
13-26-25,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
13-26-29,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,MARFIL,0022
13-26-30,,KILOS,0.0,0.0,211.0,211.0,211.0,211.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3045
13-26-34,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,GUINDO,3027
13-26-37,,KILOS,0.0,0.0,197.0,197.0,197.0,197.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3045
13-26-40,,KILOS,0.0,0.0,213.5,213.5,213.5,213.5,0.0,0.0,2/18,HB,,,2/18,NARANJA,1023
13-26-43,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
13-26-44,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,GUINDO,3033
13-26-46,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6011
13-26-54,,KILOS,0.0,0.0,212.0,212.0,212.0,212.0,0.0,0.0,2/18,HB,,,2/18,LILA,7043
13-26-59,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3045
13-26-63,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
13-26-65,,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
13-26-67,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,CARTON AM.,6004
13-26-73,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,CALIPSO,7008
13-32-26-01,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-02,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-03,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-04,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-05,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-06,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-07,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-08,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-09,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-10,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-11,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-12,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-13,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,GRISS,401
13-32-26-14,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,GRISS,401
14-26-02,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,V. LECHUGA,4008
14-26-04,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
14-26-08,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
14-26-14,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
14-26-18,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6026
14-26-24,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3018
14-26-29,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,VERDE BOTELLA,4057
14-26-34,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,CAFE ROJISO,6013
14-26-35,,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,,2/18,GALLETA,6010
14-26-38,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
14-26-39,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
14-26-43,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3045
14-26-44,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,TURQUEZA,7003
14-26-45,,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,,2/18,SALMON,3003
14-26-50,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,V. ESMERALDA,4033
14-26-54,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,CONFITE,2007
14-26-55,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3018
14-26-59,,KILOS,0.0,0.0,212.0,212.0,212.0,212.0,0.0,0.0,2/18,HB,,,2/18,CONFITE,2007
14-26-60,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,AVIACION,7042
14-26-61,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,MORADO,7026
14-26-62,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3049
14-26-66,,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18,SANDIA,3004
14-26-67,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,AVIACION,7010
14-26-68,,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,,2/18,V. ESMERALDA,4022
14-26-70,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6007
14-26-77,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6011
14-26-80,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3018
14-26-85,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,PLOMO PLATA,8009
15-25-57,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,2/18,HB,,,2/18,KANTUTA,3045
15-26-01,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6011
15-26-03,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3045
15-26-05,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,V. ESMERALDA,4013
15-26-06,,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18,LILA BAJO,7018
15-26-07,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,BEIGE OSC.,6021
15-26-08,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,NARANJA,1020
15-26-10,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,GUINDO POT.,3035
15-26-13,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,GUINDO OSC.,3043
15-26-14,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3018
15-26-19,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,LILA OCRE,7020
15-26-20,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
15-26-21,,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
15-26-23,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,CONFITE,2007
15-26-25,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,CALIPSO,7008
15-26-29,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
15-26-31,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3018
15-26-33,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6011
15-26-35,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
15-26-37,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,BEIGE OSC.,6021
15-26-38,,KILOS,0.0,0.0,213.0,213.0,213.0,213.0,0.0,0.0,2/18,HB,,,2/18,MOSTAZA,1008
15-26-41,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,TURQUEZA,7003
15-26-45,RET,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
15-26-48,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,MARFIL,0022
15-26-50,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,AVIACION,7042
15-26-53,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,CAFE ROJIZO,6013
15-26-56,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,GUINDO,3027
15-26-59,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
15-26-61,,KILOS,0.0,0.0,213.5,213.5,201.5,201.5,12.0,12.0,2/18,HB,,,2/18,NARANJA,1023
15-26-63,,KILOS,0.0,0.0,202.5,202.5,201.5,201.5,1.0,1.0,2/18,HB,,,2/18,AMARILLO CANARIO,0021
16-26-04,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
16-26-07,,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18,CLAVEL,3005
16-26-08,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,VERDE LECHUGA,4008
16-26-10,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
16-26-13,,KILOS,0.0,0.0,214.5,214.5,214.5,214.5,0.0,0.0,2/18,HB,,,2/18,CICLAN,2004
16-26-18,,KILOS,0.0,0.0,215.5,215.5,215.5,215.5,0.0,0.0,2/18,HB,,,2/18,FLOR DE PAPA,7089
16-26-19,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
16-26-21,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,LADRILLO,1014
16-26-25,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,PLOMO,8010
16-26-26,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,CALIPSO,7008
16-26-28,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,CLAVEL,3034
16-26-31,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,GUINDO,3027
16-26-32,,KILOS,0.0,0.0,203.5,203.5,0.0,0.0,203.5,203.5,2/18,HB,,,2/18,VICUÑA,6027
16-26-37,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,VERDE BANDERA,4010
16-26-38,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
16-26-39,,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3009
16-26-47,,KILOS,0.0,0.0,213.0,213.0,213.0,213.0,0.0,0.0,2/18,HB,,,2/18,CALIPSO,7008
16-26-49,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
17-26-01,,KILOS,0.0,0.0,215.0,215.0,215.0,215.0,0.0,0.0,2/18,HB,,,2/18,CAFE ROJISO,6013
17-26-06,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
17-26-07,,KILOS,0.0,0.0,215.0,215.0,215.0,215.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
17-26-08,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
17-26-09,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,CALIPSO,7008
17-26-11,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,VERDE BANDERA,4010
17-26-14,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,VERDE MEDIO,4029
17-26-16,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,VERDE BANDERA,4010
17-26-18,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,CONFITE,2008
17-26-19,,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,,2/18,CICLAN OSCURO,2005
17-26-23,,KILOS,0.0,0.0,215.5,215.5,215.5,215.5,0.0,0.0,2/18,HB,,,2/18,ROJO SANDIA,3023
17-26-26,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3018
17-26-28,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
17-26-30,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
17-26-31,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
17-26-33,,KILOS,0.0,0.0,215.5,215.5,215.5,215.5,0.0,0.0,2/18,HB,,,2/18,ROJO SANDIA,3023
17-26-34,,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
17-26-35,,KILOS,0.0,0.0,197.0,197.0,197.0,197.0,0.0,0.0,2/18,HB,,,2/18,CARTON AMARILLO,6004
17-26-38,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
17-26-41,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
17-26-43,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,AZUL FRANCIA,7007
17-26-46,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,VERDE,4073
17-26-48,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,BEIGE HUESO,6003
17-26-50,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3018
17-26-52,,KILOS,0.0,0.0,214.5,214.5,214.5,214.5,0.0,0.0,2/18,HB,,,2/18,LILA,7040
17-26-53,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6007
17-26-57,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
17-26-59,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,FUCSIA,3049
17-26-62,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
17-26-63,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,NARANJA,1023
17-26-64,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
17-26-67,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
17-26-68,,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
17-26-72,,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
18-26-01,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
18-26-05,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
18-26-06,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,CARTON AM.,6004
18-26-09,,KILOS,0.0,0.0,199.5,199.5,199.0,199.0,0.5,0.5,2/18,HB,,,2/18,CALIPSO,7008
18-26-10,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,VERDE BANDERA,4010
18-26-11,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
18-26-15,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,MARFIL,0022
18-26-16,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18,MORADO,7185
18-26-20,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,CELESTE,7034
18-26-21,,KILOS,0.0,0.0,193.5,193.5,193.5,193.5,0.0,0.0,2/18,HB,,,2/18,BEIGE OSC.,6021
18-26-25,,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18,TURQUEZA,7003
18-26-27,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,ROJO SANDIA,3023
18-26-28,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,V. ESMERALDA,4013
18-26-30,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,VERDE BOTELLA,4011
18-26-31,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,CICLAN,2004
18-26-35,,KILOS,0.0,0.0,207.0,207.0,207.0,207.0,0.0,0.0,2/18,HB,,,2/18,AM. LIMON,0024
18-26-36,,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3017
18-26-37,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,GUINDO,3033
18-26-41,,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,,2/18,BEIGE OSC.,6021
18-26-42,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,VICUÑA,6011
18-26-44,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
18-26-45,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
18-26-49,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
18-26-50,,KILOS,0.0,0.0,173.5,173.5,173.5,173.5,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3018
18-26-51,,KILOS,0.0,0.0,205.0,205.0,205.0,205.0,0.0,0.0,2/18,HB,,,2/18,PLOMO PLATA,8009
18-26-60,,KILOS,0.0,0.0,195.0,195.0,195.0,195.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
18-26-62,,KILOS,0.0,0.0,189.0,189.0,189.0,189.0,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
18-26-65,,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
18-26-67,,KILOS,0.0,0.0,196.5,196.5,196.5,196.5,0.0,0.0,2/18,HB,,,2/18,CALIPSO,7008
18-26-70,,KILOS,0.0,0.0,213.5,213.5,213.5,213.5,0.0,0.0,2/18,HB,,,2/18,CAFE ROJISO,6013
18-26-71,,KILOS,0.0,0.0,187.5,187.5,187.5,187.5,0.0,0.0,2/18,HB,,,2/18,AZUL PETROLEO,7009
18-26-74,,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
19-26-02,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,AZUL PASTEL,7012
19-26-05,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
19-26-06,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3018
19-26-07,,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18,MORADO,7023
19-26-14,,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
19-26-16,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,AZULINO,7006
19-26-19,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,GUINDO POTOLO,3035
19-26-21,,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
19-26-23,,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18,CONFITE,2002
19-26-27,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,ROJO,3006
19-26-31,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,GALLETA,6010
19-26-34,,KILOS,0.0,0.0,191.0,191.0,191.0,191.0,0.0,0.0,2/18,HB,,,2/18,BEIGE,6021
19-26-35,,KILOS,0.0,0.0,211.0,211.0,211.0,211.0,0.0,0.0,2/18,HB,,,2/18,CELESTE,7034
19-26-36,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,NEGRO,5000
19-26-38,,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18,CAFE ROJISO,6013
19-26-42,,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
19-26-46,,KILOS,0.0,0.0,197.5,197.5,197.5,197.5,0.0,0.0,2/18,HB,,,2/18,AZUL PASTEL,7012
19-26-48,,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,,2/18,CALIPSO,708
19-26-49,,KILOS,0.0,0.0,196.0,196.0,196.0,196.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
19-26-50,,KILOS,0.0,0.0,196.0,196.0,196.0,196.0,0.0,0.0,2/18,HB,,,2/18,AZUL PASTEL,7012
19-26-51,,KILOS,0.0,0.0,208.0,208.0,204.0,204.0,4.0,4.0,2/18,HB,,,2/18,CAFE ROJISO,6013
19-32-26-05,,KILOS,0.0,0.0,201.0,201.0,0.0,0.0,201.0,201.0,2/18,HB,,,2/18,GRISS,399
19-32-26-06,,KILOS,0.0,0.0,204.5,204.5,0.0,0.0,204.5,204.5,2/18,HB,,,2/18,GRISS,399
19-32-26-10,,KILOS,0.0,0.0,197.0,197.0,0.0,0.0,197.0,197.0,2/18,HB,,,2/18,GRISS,399
19-32-26-13,,KILOS,0.0,0.0,200.0,200.0,0.0,0.0,200.0,200.0,2/18,HB,,,2/18,GRISS,399
19-32-26-15,,KILOS,0.0,0.0,203.5,203.5,0.0,0.0,203.5,203.5,2/18,HB,,,2/18,GRISS,404
19-32-26-17,,KILOS,0.0,0.0,204.0,204.0,0.0,0.0,204.0,204.0,2/18,HB,,,2/18,GRISS,404
19-32-26-21,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18,GRISS,404
19-32-26-23,,KILOS,0.0,0.0,200.5,200.5,0.0,0.0,200.5,200.5,2/18,HB,,,2/18,GRISS,404
19-32-26-28,,KILOS,0.0,0.0,101.0,101.0,0.0,0.0,101.0,101.0,2/18,HB,,,2/18,GRIS,401
19-32-26-28-1,,KILOS,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,2/18,HB,,,2/18,GRISS,399
20-26-02,,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18,KANTUTA,3045
20-26-03,,KILOS,0.0,0.0,194.0,194.0,194.0,194.0,0.0,0.0,2/18,HB,,,2/18,BLANCO,0010
