codigo,descripcion,unidad,Saldoin-Cantidad,Saldoin-Valor,ent-Cantidad,ent-Valor,sal-Cantidad,sal-Valor,sadout-Cantidad,saldout-Valor,SUB-CATEGORIA,tipo,estado_mat,descripcion_material,titulo
02-25-59,GUINDO ESCOLAR  3042,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,2/18,HB,,,2/18
02-26-01,VERDE BOTELLA  4011,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
02-26-06,VERDE BANDERA  4010,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18
02-26-07,KANTUTA  3045,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
02-26-09,FUCSIA  3049,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,,2/18
02-26-11,VERDE COCA  4036,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,,2/18
02-26-12,CCICLAN  2004,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18
02-26-14,CLAVEL  3034,KILOS,0.0,0.0,202.5,202.5,202.0,202.0,0.5,0.5,2/18,HB,,,2/18
02-26-17,CARTON AMARILLO  6004,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
02-26-18,BEIGE HUESO  6003,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
02-26-21,VICUÑA  6026,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,,2/18
02-26-23,AMARILLO ORO  0016,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
02-26-25,AMARILO PATO  0019,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18
02-26-27,V. LECHUGA  4043,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,,2/18
02-26-29,NARANJA  1013,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
02-26-30,LILA  7040,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18
02-26-34,NEGRO  5000,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
02-26-35,LILA OCRE  7020,KILOS,0.0,0.0,202.5,202.5,200.5,200.5,2.0,2.0,2/18,HB,,,2/18
02-26-40,AZUL PASTEL  7012,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
02-26-41,TURQUEZA  7003,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,,2/18
02-26-42,CICLAN BAJO  2011,KILOS,0.0,0.0,203.0,203.0,202.5,202.5,0.5,0.5,2/18,HB,,,2/18
02-26-43,KANTUTA  3045,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18
02-26-47,BEIGE  6003,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18
02-26-48,CONFITE  2002,KILOS,0.0,0.0,192.0,192.0,192.0,192.0,0.0,0.0,2/18,HB,,,2/18
02-26-49,CONFITE  2002,KILOS,0.0,0.0,189.5,189.5,189.5,189.5,0.0,0.0,2/18,HB,,,2/18
02-26-54,NARANJA  1023,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,,2/18
02-26-55,NEGRO  5000,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18
02-26-56,AM. LIMON  0024,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
02-26-60,GALLETA  6010,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,,2/18
02-26-63,CAFE ROJISO  6013,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18
02-26-64,NEGRO  5000,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18
02-26-66,VICUÑA  6011,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,,2/18
02-26-68,BEIGE HUESO  6003,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
02-26-69,BLANCO  0010,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
02-26-71,BLANCO  0010,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18
02-26-75,LILA OCRE  7020,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
02-26-79,LILA  7040,KILOS,0.0,0.0,214.5,214.5,214.5,214.5,0.0,0.0,2/18,HB,,,2/18
02-26-80,ROJO  3006,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18
02-26-85,NEGRO  5000,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18
02-26-86,KANTUTA  3018,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
03-25-38,TURQUEZA  7003,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,2/18,HB,,,2/18
03-25-46,TURQUEZA  7003,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,2/18,HB,,,2/18
03-26-03,KANTUTA  3045,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18
03-26-06,CARTON AMARILLO  6004,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
03-26-08,VICUÑA  6011,KILOS,0.0,0.0,196.0,196.0,196.0,196.0,0.0,0.0,2/18,HB,,,2/18
03-26-11,VERDE BOTELLA  4011,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
03-26-13,AZUL PETROLEO  7009,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
03-26-15,CALIPSO  7008,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,,2/18
03-26-17,VERDE BANDERA  4010,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
03-26-19,VERDE BOTELLA  4011,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
03-26-24,AMARILLO CANCARIO  0015,KILOS,0.0,0.0,202.0,202.0,201.5,201.5,0.5,0.5,2/18,HB,,,2/18
03-26-25,ESMERALDA  4055,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
03-26-28,VICUÑA  6007,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18
03-26-29,MORADO  7023,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18
03-26-34,FUCSIA  3009,KILOS,0.0,0.0,213.5,213.5,213.5,213.5,0.0,0.0,2/18,HB,,,2/18
03-26-37,AZUL MARINO  7013,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
03-26-39,MORADO  7023,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
03-26-41,BEIGE HUESO  6003,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18
03-26-45,V. EASMERALDA  4033,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18
04-26-04,FUCSIA  3049,KILOS,0.0,0.0,214.5,214.5,214.5,214.5,0.0,0.0,2/18,HB,,,2/18
04-26-05,AM. CANARIO  0015,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
04-26-07,ROJO  3006,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
04-26-09,CARTON AMARILLO  6004,KILOS,0.0,0.0,210.0,210.0,210.0,210.0,0.0,0.0,2/18,HB,,,2/18
04-26-10,NEGRO  5000,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
04-26-11,BEIGE OSC.  6021,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
04-26-12,VERDE COCA  4036,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18
04-26-14,CICLAN  2004,KILOS,0.0,0.0,215.0,215.0,215.0,215.0,0.0,0.0,2/18,HB,,,2/18
04-26-16,MARFIL  0022,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,,2/18
04-26-18,CONFITE  2008,KILOS,0.0,0.0,203.5,203.5,202.5,202.5,1.0,1.0,2/18,HB,,,2/18
04-26-19,SALMON  3003,KILOS,0.0,0.0,216.0,216.0,216.0,216.0,0.0,0.0,2/18,HB,,,2/18
04-26-21,CONFITE  2008,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
04-26-23,CALIPSO MEDIO  7098,KILOS,0.0,0.0,216.0,216.0,204.0,204.0,12.0,12.0,2/18,HB,,,2/18
04-26-25,AMARILLO CANARIO  0021,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18
04-26-27,BLANCO  0010,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18
04-26-28,TURQUEZA  7003,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18
04-26-29,AMARILLO LIMON  0024,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18
04-26-31,BLANCO  0010,KILOS,0.0,0.0,196.5,196.5,196.5,196.5,0.0,0.0,2/18,HB,,,2/18
04-26-32,CALIPSO  7008,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
04-26-33,AMARILLO LIMON  0024,KILOS,0.0,0.0,212.5,212.5,212.5,212.5,0.0,0.0,2/18,HB,,,2/18
04-26-36,CONFITE  2008,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
04-26-37,V. LECHUGA  4008,KILOS,0.0,0.0,216.0,216.0,216.0,216.0,0.0,0.0,2/18,HB,,,2/18
04-26-38,ROJO  3017,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18
04-26-40,VERDE COCA  4036,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18
04-26-41,AZUL PASTEL  7012,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18
04-26-42,KANTUTA  3018,KILOS,0.0,0.0,213.5,213.5,213.5,213.5,0.0,0.0,2/18,HB,,,2/18
04-26-43,NEGRO  5000,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18
04-26-45,ROJO SANDIA  3023,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18
04-26-46,KANTUTA  3045,KILOS,0.0,0.0,212.5,212.5,212.5,212.5,0.0,0.0,2/18,HB,,,2/18
04-26-47,FUCSIA  3049,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
04-26-49,AZUL PASTEL  7012,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
04-26-53,GUINDO  3027,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18
04-26-58,ROJO  3006,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
04-26-59,MORADO  7023,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,,2/18
04-26-64,BLANCO  0010,KILOS,0.0,0.0,190.5,190.5,190.5,190.5,0.0,0.0,2/18,HB,,,2/18
04-26-65,BLANCO  0010,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,,2/18
04-26-67,PLOMO PLATA  8009,KILOS,0.0,0.0,212.0,212.0,212.0,212.0,0.0,0.0,2/18,HB,,,2/18
04-26-69,CAFE ROJISO  6013,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18
04-26-71,VERDE COCA  4036,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
04-26-72,SALMON  3003,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18
04-26-74,CLAVEL  3034,KILOS,0.0,0.0,215.0,215.0,215.0,215.0,0.0,0.0,2/18,HB,,,2/18
05-26-02,V. LECHUGA  4007,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
05-26-04,NEGRO  5000,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18
05-26-06,VERDE LECHUGA  4007,KILOS,0.0,0.0,214.5,214.5,214.5,214.5,0.0,0.0,2/18,HB,,,2/18
05-26-08,TURQUEZA  7003,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
05-26-11,CICLAN BAJO  2011,KILOS,0.0,0.0,215.0,215.0,215.0,215.0,0.0,0.0,2/18,HB,,,2/18
05-26-12,CARTON AMARILLO  6004,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
05-26-14,AZUL PETROLEO  7009,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
05-26-16,VERDE BANDERA  4010,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
05-26-18,GALLETA  6010,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,,2/18
05-26-19,NEGRO  5000,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
05-26-22,AZUL PASTEL  7012,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18
05-26-23,NEGRO  5000,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
05-26-28,VERDE COCA  4036,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
05-26-29,VICUÑA  6026,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18
05-26-32,KANTUTA  3045,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
05-26-35,BLANCO  0010,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
05-26-37,CICLAN OSC.  2005,KILOS,0.0,0.0,215.0,215.0,215.0,215.0,0.0,0.0,2/18,HB,,,2/18
05-26-38,BLANCO  0010,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
05-26-40,AM. ORO  0016,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
05-26-43,PLOMO PLATA  8009,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18
05-26-44,FUCSIA  3039,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
05-26-47,VERDE BANDERA  4010,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,,2/18
05-26-48,BLANCO  0010,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,,2/18
05-26-50,FLOR DE PAPA  7089,KILOS,0.0,0.0,212.0,212.0,212.0,212.0,0.0,0.0,2/18,HB,,,2/18
05-26-51,GUINDO  3027,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,,2/18
05-26-52,CICLAN  2004,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
05-26-54,SANDIA  3004,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18
06-26-01,ROJO  3006,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
06-26-02,PLOMO  8010,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
06-26-03,CONFITE  2008,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
06-26-05,BLANCO  0010,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,,2/18
06-26-06,SANDIA  3004,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
06-26-09,NARANJA  1023,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18
06-26-10,TURQUEZA  7003,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,,2/18
06-26-12,GUINDO  3027,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,,2/18
06-26-15,BIEGE OSC.  6021,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,,2/18
06-26-19,VERDE PACAY  4035,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18
06-26-20,VICUÑA  6011,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18
06-26-23,ACERO  7062,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
06-26-24,KANTUTA  3018,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18
06-26-25,NARANJA  1013,KILOS,0.0,0.0,211.0,211.0,211.0,211.0,0.0,0.0,2/18,HB,,,2/18
06-26-27,AZUL PETROLEO  7009,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
06-26-30,GALLETA  6010,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18
06-26-32,KANTUTA  3045,KILOS,0.0,0.0,211.5,211.5,211.5,211.5,0.0,0.0,2/18,HB,,,2/18
06-26-33,VERDE BANDERA  4010,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
06-26-36,VERDE MEDIO  4029,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
06-26-37,FUCSIA  3009,KILOS,0.0,0.0,211.0,211.0,211.0,211.0,0.0,0.0,2/18,HB,,,2/18
06-26-40,MORADO  7044,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,,2/18
06-26-41,BLANCO  0010,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
06-26-44,CALIPSO  7008,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
06-26-48,ROJO  3006,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,,2/18
06-26-50,C. AMARILLO  6004,KILOS,0.0,0.0,214.5,214.5,214.5,214.5,0.0,0.0,2/18,HB,,,2/18
06-26-51,KANTUTA  3045,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18
06-26-52,BEIGE OSC.  6021,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,,2/18
06-26-53,AMARILLO ORO  0016,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,,2/18
06-26-57,BLANCO  0010,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,,2/18
06-26-60,CAFE ROJISO  6013,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
06-26-62,VERDE BOTELLA  4057,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
06-26-64,KANTUTA  3018,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
06-26-66,GUINDO  3033,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
06-26-69,SANDIA  3023,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
06-26-70,CONFITE  2007,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,,2/18
07-26-04,CICLAN  2004,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,,2/18
07-26-05,CALIPSO  7008,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,,2/18
07-26-07,NEGRO  5000,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,,2/18
07-26-08,AZUL PASTEL  7012,KILOS,0.0,0.0,213.5,213.5,213.5,213.5,0.0,0.0,2/18,HB,,,2/18
