codigo,descripcion,unidad,Saldoin-Cantidad,Saldoin-Valor,ent-Cantidad,ent-Valor,sal-Cantidad,sal-Valor,sadout-Cantidad,saldout-Valor,SUB-CATEGORIA,tipo,estado_mat,descripcion_material
17-26-23,ROJO SANDIA  3023  2/18,KILOS,0.0,0.0,215.5,215.5,215.5,215.5,0.0,0.0,2/18,HB,,
17-26-26,KANTUTA  3018  2/18,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,
17-26-28,ROJO  3006  2/18,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,
17-26-30,AZUL PETROLEO  7009  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
17-26-31,BLANCO  0010  2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,
17-26-33,ROJO SANDIA  3023  2/18,KILOS,0.0,0.0,215.5,215.5,215.5,215.5,0.0,0.0,2/18,HB,,
17-26-34,BLANCO  0010  2/18,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,
17-26-35,CARTON AMARILLO  6004  2/18,KILOS,0.0,0.0,197.0,197.0,197.0,197.0,0.0,0.0,2/18,HB,,
17-26-38,BLANCO  0010  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
17-26-41,AZUL PETROLEO  7009  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
17-26-43,AZUL FRANCIA  7007  2/18,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,
17-26-46,VERDE  4073  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
17-26-48,BEIGE HUESO  6003  2/18,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,
17-26-50,KANTUTA  3018  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
17-26-52,LILA  7040  2/18,KILOS,0.0,0.0,214.5,214.5,214.5,214.5,0.0,0.0,2/18,HB,,
17-26-53,VICUÑA  6007  2/18,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,
17-26-57,AZUL PETROLEO  7009  2/18,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,
17-26-59,FUCSIA  3049  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
17-26-62,ROJO  3006  2/18,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,
17-26-63,NARANJA  1023  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
17-26-64,NEGRO  5000  2/18,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,
17-26-67,AZUL PETROLEO  7009  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
17-26-68,BLANCO  0010  2/18,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,
17-26-72,BLANCO  0010  2/18,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,
18-26-01,NEGRO  5000  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
18-26-05,ROJO  3006  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
18-26-06,CARTON AM.  6004  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
18-26-09,CALIPSO  7008  2/18,KILOS,0.0,0.0,199.5,199.5,199.0,199.0,0.5,0.5,2/18,HB,,
18-26-10,VERDE BANDERA  4010  2/18,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,
18-26-11,ROJO  3006  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
18-26-15,MARFIL  0022  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
18-26-16,MORADO  7185  2/18,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,
18-26-20,CELESTE  7034  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
18-26-21,BEIGE OSC.  6021  2/18,KILOS,0.0,0.0,193.5,193.5,193.5,193.5,0.0,0.0,2/18,HB,,
18-26-25,TURQUEZA  7003  2/18,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,
18-26-27,ROJO SANDIA  3023  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
18-26-28,V. ESMERALDA  4013  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
18-26-30,VERDE BOTELLA  4011  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
18-26-31,CICLAN  2004  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
18-26-35,AM. LIMON  0024  2/18,KILOS,0.0,0.0,207.0,207.0,207.0,207.0,0.0,0.0,2/18,HB,,
18-26-36,ROJO  3017  2/18,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,
18-26-37,GUINDO  3033  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
18-26-41,BEIGE OSC.  6021  2/18,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,
18-26-42,VICUÑA  6011  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
18-26-44,NEGRO  5000  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
18-26-45,ROJO  3006  2/18,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,
18-26-49,ROJO  3006  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
18-26-50,KANTUTA  3018  2/18,KILOS,0.0,0.0,173.5,173.5,173.5,173.5,0.0,0.0,2/18,HB,,
18-26-51,PLOMO PLATA  8009  2/18,KILOS,0.0,0.0,205.0,205.0,205.0,205.0,0.0,0.0,2/18,HB,,
18-26-60,BLANCO  0010  2/18,KILOS,0.0,0.0,195.0,195.0,195.0,195.0,0.0,0.0,2/18,HB,,
18-26-62,AZUL PETROLEO  7009  2/18,KILOS,0.0,0.0,189.0,189.0,189.0,189.0,0.0,0.0,2/18,HB,,
18-26-65,BLANCO  0010  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
18-26-67,CALIPSO  7008  2/18,KILOS,0.0,0.0,196.5,196.5,196.5,196.5,0.0,0.0,2/18,HB,,
18-26-70,CAFE ROJISO  6013  2/18,KILOS,0.0,0.0,213.5,213.5,213.5,213.5,0.0,0.0,2/18,HB,,
18-26-71,AZUL PETROLEO  7009  2/18,KILOS,0.0,0.0,187.5,187.5,187.5,187.5,0.0,0.0,2/18,HB,,
18-26-74,ROJO  3006  2/18,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,
19-26-02,AZUL PASTEL  7012  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
19-26-05,ROJO  3006  2/18,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,
19-26-06,KANTUTA  3018  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
19-26-07,MORADO  7023  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
19-26-14,NEGRO  5000  2/18,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,
19-26-16,AZULINO  7006  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
19-26-19,GUINDO POTOLO  3035  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
19-26-21,ROJO  3006  2/18,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,
19-26-23,CONFITE  2002  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
19-26-27,ROJO  3006  2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,
19-26-31,GALLETA  6010  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
19-26-34,BEIGE  6021  2/18,KILOS,0.0,0.0,191.0,191.0,191.0,191.0,0.0,0.0,2/18,HB,,
19-26-35,CELESTE  7034  2/18,KILOS,0.0,0.0,211.0,211.0,211.0,211.0,0.0,0.0,2/18,HB,,
19-26-36,NEGRO  5000  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
19-26-38,CAFE ROJISO  6013  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
19-26-42,BLANCO  0010  2/18,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,
19-26-46,AZUL PASTEL  7012  2/18,KILOS,0.0,0.0,197.5,197.5,197.5,197.5,0.0,0.0,2/18,HB,,
19-26-48,CALIPSO  708  2/18,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,
19-26-49,BLANCO  0010  2/18,KILOS,0.0,0.0,196.0,196.0,196.0,196.0,0.0,0.0,2/18,HB,,
19-26-50,AZUL PASTEL  7012  2/18,KILOS,0.0,0.0,196.0,196.0,196.0,196.0,0.0,0.0,2/18,HB,,
19-26-51,CAFE ROJISO  6013  2/18,KILOS,0.0,0.0,208.0,208.0,204.0,204.0,4.0,4.0,2/18,HB,,
19-32-26-05,GRISS  399  2/18,KILOS,0.0,0.0,201.0,201.0,0.0,0.0,201.0,201.0,2/18,HB,,
19-32-26-06,GRISS  399  2/18,KILOS,0.0,0.0,204.5,204.5,0.0,0.0,204.5,204.5,2/18,HB,,
19-32-26-10,GRISS  399  2/18,KILOS,0.0,0.0,197.0,197.0,0.0,0.0,197.0,197.0,2/18,HB,,
19-32-26-13,GRISS  399  2/18,KILOS,0.0,0.0,200.0,200.0,0.0,0.0,200.0,200.0,2/18,HB,,
19-32-26-15,GRISS  404  2/18,KILOS,0.0,0.0,203.5,203.5,0.0,0.0,203.5,203.5,2/18,HB,,
19-32-26-17,GRISS  404  2/18,KILOS,0.0,0.0,204.0,204.0,0.0,0.0,204.0,204.0,2/18,HB,,
19-32-26-21,GRISS  404  2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,2/18,HB,,
19-32-26-23,GRISS  404  2/18,KILOS,0.0,0.0,200.5,200.5,0.0,0.0,200.5,200.5,2/18,HB,,
19-32-26-28,GRIS  401  2/18,KILOS,0.0,0.0,101.0,101.0,0.0,0.0,101.0,101.0,2/18,HB,,
19-32-26-28-1,GRISS  399  2/18,KILOS,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,2/18,HB,,
20-26-02,KANTUTA  3045  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
20-26-03,BLANCO  0010  2/18,KILOS,0.0,0.0,194.0,194.0,194.0,194.0,0.0,0.0,2/18,HB,,
20-26-05,KANTUTA  3018  2/18,KILOS,0.0,0.0,191.0,191.0,191.0,191.0,0.0,0.0,2/18,HB,,
20-26-07,VICUÑA  6011  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
20-26-09,NEGRO  5000  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
20-26-11,KANTUTA  3045  2/18,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,
20-26-13,VICUÑA  6007  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
20-26-17,CALIPSO  7008  2/18,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,
20-26-18,VERDE BOTELLA  4011  2/18,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,
20-26-21,ROJO SANDIA  3023  2/18,KILOS,0.0,0.0,391.5,391.5,202.5,202.5,189.0,189.0,2/18,HB,,
20-26-22,NEGRO  5000  2/18,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,
20-26-25,V. LECHUGA  4008  2/18,KILOS,0.0,0.0,197.5,197.5,197.5,197.5,0.0,0.0,2/18,HB,,
20-26-28,API  7033  2/18,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,
20-26-30,AZUL PASTEL  7012  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
20-26-33,VERDE  4073  2/18,KILOS,0.0,0.0,194.0,194.0,194.0,194.0,0.0,0.0,2/18,HB,,
20-26-35,FUCSIA  3039  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
20-26-37,PLOMO PLATA  8009  2/18,KILOS,0.0,0.0,214.0,214.0,214.0,214.0,0.0,0.0,2/18,HB,,
20-26-41,AZUL PETROLEO  7009  2/18,KILOS,0.0,0.0,197.0,197.0,197.0,197.0,0.0,0.0,2/18,HB,,
20-26-45,VICUÑA  6026  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
20-26-47,TURQUEZA  7003  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
20-26-51,BLANCO  0010  2/18,KILOS,0.0,0.0,196.0,196.0,196.0,196.0,0.0,0.0,2/18,HB,,
20-26-52,BLANCO  0010  2/18,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,
20-26-54,NARANJA  1023  2/18,KILOS,0.0,0.0,214.5,214.5,214.5,214.5,0.0,0.0,2/18,HB,,
21-25-05,KANTUTA  3045  2/18,KILOS,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,2/18,HB,,
21-25-08,VICUÑA  6011  2/18,KILOS,11.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,2/18,HB,,
21-26-04,KANTUTA  3018  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
21-26-08,AM. ORO  0016  2/18,KILOS,0.0,0.0,196.0,196.0,196.0,196.0,0.0,0.0,2/18,HB,,
21-26-10,NEGRO  5000  2/18,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,
21-26-11,BLANCO  0010  2/18,KILOS,0.0,0.0,185.0,185.0,185.0,185.0,0.0,0.0,2/18,HB,,
21-26-19,BLANCO  0010  2/18,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,
21-26-24,BLANCO  0010  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
21-26-27,CALIPSO  7008  2/18,KILOS,0.0,0.0,198.5,198.5,198.0,198.0,0.5,0.5,2/18,HB,,
21-26-28,AMARILLO CANRIO  0021  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
21-26-35,ROJO  3006  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
21-26-36,BEIGE HUESO  6003  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
21-26-37,KANTUTA  3018  2/18,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,
21-26-41,KANTUTA  3018  2/18,KILOS,0.0,0.0,199.5,199.5,199.0,199.0,0.5,0.5,2/18,HB,,
21-26-42,VERDE BANDERA  4010  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
21-26-43,VICUÑA  6011  2/18,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,
21-26-53,PLOMO P´LATA  8009  2/18,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,
21-26-54,FUCSIA  3049  2/18,KILOS,0.0,0.0,197.0,197.0,197.0,197.0,0.0,0.0,2/18,HB,,
21-26-55,BEIGUE OSCURO  6021  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
21-26-61,AZALEA  7039  2/18,KILOS,0.0,0.0,196.5,196.5,196.5,196.5,0.0,0.0,2/18,HB,,
21-26-65,AZUL PASTEL  7012  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
21-26-66,AVICION  7010  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
21-26-71,CHOCOLATE  7030  2/18,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,
21-26-72,TUMBO  7039  2/18,KILOS,0.0,0.0,196.5,196.5,196.5,196.5,0.0,0.0,2/18,HB,,
22-26-01,V. MILITAR  4041  2/18,KILOS,0.0,0.0,196.5,196.5,196.5,196.5,0.0,0.0,2/18,HB,,
22-26-02,BEIGE  6021  2/18,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,
22-26-03,SANDIA  3004  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
22-26-05,VERDE BB  7059  2/18,KILOS,0.0,0.0,206.0,206.0,206.0,206.0,0.0,0.0,2/18,HB,,
22-26-06,FUCSIA  3039  2/18,KILOS,0.0,0.0,196.0,196.0,196.0,196.0,0.0,0.0,2/18,HB,,
22-26-07,AVIACION  7056  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
22-26-12,V. MILITAR  4042  2/18,KILOS,0.0,0.0,193.5,193.5,193.5,193.5,0.0,0.0,2/18,HB,,
22-26-13,VICUÑA  6011  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
22-26-17,BLANCO  0010  2/18,KILOS,0.0,0.0,190.5,190.5,190.0,190.0,0.5,0.5,2/18,HB,,
22-26-19,API  7014  2/18,KILOS,0.0,0.0,199.5,199.5,199.0,199.0,0.5,0.5,2/18,HB,,
22-26-23,AVIACION  7042  2/18,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,
22-26-24,GUINDO  3033  2/18,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,2/18,HB,,
22-26-29,NARANJA  1023  2/18,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,
22-26-30,AM. CANARIO  0021  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
22-26-33,VERDE BANDERA  4010  2/18,KILOS,0.0,0.0,197.5,197.5,197.5,197.5,0.0,0.0,2/18,HB,,
22-26-37,PLOMO  8010  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
22-26-38,AVIACION  7010  2/18,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,
22-26-41,CLAVEL  3034  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
22-26-42,FUCSIA  3049  2/18,KILOS,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,2/18,HB,,
22-26-43,BEIGUE HUESO  6003  2/18  FT,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
22-26-48,MORADO  7185  2/18,KILOS,0.0,0.0,196.0,196.0,196.0,196.0,0.0,0.0,2/18,HB,,
22-26-49,CICLAN  2004  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
22-26-53,SALMON  3030  2/18,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,
22-26-55,ROJO  3006  2/18,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,
22-26-58,KANTUTA  3045  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
22-26-59,CICLAN  2004  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
22-26-63,BLANCO  0010  2/18,KILOS,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,2/18,HB,,
22-26-64,BLANCO  0010  2/18,KILOS,0.0,0.0,196.0,196.0,196.0,196.0,0.0,0.0,2/18,HB,,
22-26-69,KANTUTA  3018  2/18,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,
23-26-01,CICLAN  2004  2/18,KILOS,0.0,0.0,203.0,203.0,203.0,203.0,0.0,0.0,2/18,HB,,
23-26-03,CICLAN  2004  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
23-26-06,ROJO  3006  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
23-26-08,VERDE LECHUGA  4008  2/18,KILOS,0.0,0.0,201.5,201.5,201.5,201.5,0.0,0.0,2/18,HB,,
23-26-102,AZUL PETROLEO  7009  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
23-26-105,AZUL PASTEL  7012  2/18,KILOS,0.0,0.0,203.5,203.5,0.0,0.0,203.5,203.5,2/18,HB,,
23-26-107,BLANCO  0010  2/18,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,
23-26-11,NARANJA  1023  2/18,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,
23-26-110,BLANCO  0010  2/18,KILOS,0.0,0.0,184.5,184.5,184.5,184.5,0.0,0.0,2/18,HB,,
23-26-13,BLANCO  0010  2/18,KILOS,0.0,0.0,197.5,197.5,197.5,197.5,0.0,0.0,2/18,HB,,
23-26-14,BLANCO  0010  2/18,KILOS,0.0,0.0,193.5,193.5,193.5,193.5,0.0,0.0,2/18,HB,,
23-26-148,NEGRO  5000  2/18,KILOS,0.0,0.0,202.5,202.5,0.0,0.0,202.5,202.5,2/18,HB,,
23-26-149,NEGRO  5000  2/18,KILOS,0.0,0.0,196.5,196.5,0.0,0.0,196.5,196.5,2/18,HB,,
23-26-16,AZUL PETROLEO  7009  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
23-26-162,AM. ORO  0016  2/18,KILOS,0.0,0.0,203.5,203.5,0.0,0.0,203.5,203.5,2/18,HB,,
23-26-19,CALIPSO  7008  2/18,KILOS,0.0,0.0,202.5,202.5,0.0,0.0,202.5,202.5,2/18,HB,,
23-26-21,ROJO  3006  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
23-26-24,KANTUTA  3018  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
23-26-25,KANTUTA  3045  2/18,KILOS,0.0,0.0,198.5,198.5,198.5,198.5,0.0,0.0,2/18,HB,,
23-26-26,AM. ORO  0016  2/18,KILOS,0.0,0.0,199.0,199.0,199.0,199.0,0.0,0.0,2/18,HB,,
23-26-30,AZUL PETROLEO  7009  2/18,KILOS,0.0,0.0,198.5,198.5,0.0,0.0,198.5,198.5,2/18,HB,,
23-26-32,VERDE BANDERA  4010  2/18,KILOS,0.0,0.0,199.0,199.0,0.0,0.0,199.0,199.0,2/18,HB,,
23-26-34,MARFIL  0022  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
23-26-35,V. LECHUGA  4034  2/18,KILOS,0.0,0.0,200.5,200.5,200.0,200.0,0.5,0.5,2/18,HB,,
23-26-37,FUCSIA  3009  2/18,KILOS,0.0,0.0,196.5,196.5,196.5,196.5,0.0,0.0,2/18,HB,,
23-26-39,NEGRO  5000  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
23-26-41,AZULINO  7006  2/18,KILOS,0.0,0.0,197.0,197.0,197.0,197.0,0.0,0.0,2/18,HB,,
23-26-44,MOSTAZA  1027  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
23-26-46,VICUÑA  6011  2/18,KILOS,0.0,0.0,195.0,195.0,195.0,195.0,0.0,0.0,2/18,HB,,
23-26-47,VERDE LECHUGA  4007  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
23-26-50,VERDE COCA  4036  2/18,KILOS,0.0,0.0,197.5,197.5,197.5,197.5,0.0,0.0,2/18,HB,,
23-26-52,CONFITE  2002  2/18,KILOS,0.0,0.0,194.5,194.5,194.5,194.5,0.0,0.0,2/18,HB,,
23-26-54,VERDE ESMERALDA  4013  2/18,KILOS,0.0,0.0,196.0,196.0,0.0,0.0,196.0,196.0,2/18,HB,,
23-26-56,VERDE BOTELLA  4011  2/18,KILOS,0.0,0.0,192.5,192.5,192.5,192.5,0.0,0.0,2/18,HB,,
23-26-57,VICUÑA  6007  2/18,KILOS,0.0,0.0,196.5,196.5,196.5,196.5,0.0,0.0,2/18,HB,,
23-26-61,PLOMO PLATA  8009  2/18,KILOS,0.0,0.0,199.5,199.5,0.0,0.0,199.5,199.5,2/18,HB,,
23-26-63,BLANCO  0010  2/32,KILOS,0.0,0.0,196.0,196.0,0.0,0.0,196.0,196.0,2/18,HB,,
23-26-65,CICLAN BAJO  2011  2/18,KILOS,0.0,0.0,200.5,200.5,200.5,200.5,0.0,0.0,2/18,HB,,
23-26-66,ROJO SANDIA  3023  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
23-26-69,CONFITE  2002  2/18,KILOS,0.0,0.0,199.5,199.5,199.5,199.5,0.0,0.0,2/18,HB,,
23-26-70,VICUÑA  6011  2/18,KILOS,0.0,0.0,196.0,196.0,196.0,196.0,0.0,0.0,2/18,HB,,
23-26-71,CARTON AMARILLO  6004  2/18,KILOS,0.0,0.0,201.0,201.0,0.0,0.0,201.0,201.0,2/18,HB,,
23-26-75,BEIGE HUESO  6003  2/18,KILOS,0.0,0.0,201.0,201.0,201.0,201.0,0.0,0.0,2/18,HB,,
23-26-76,GUINDO  3027  2/18,KILOS,0.0,0.0,202.0,202.0,202.0,202.0,0.0,0.0,2/18,HB,,
23-26-78,MORADO  7026  2/18,KILOS,0.0,0.0,198.0,198.0,0.0,0.0,198.0,198.0,2/18,HB,,
23-26-79,FUCSIA  3049  2/18,KILOS,0.0,0.0,202.5,202.5,202.5,202.5,0.0,0.0,2/18,HB,,
