codigo,product_name,color_code,thickness,unidad,saldoin_cantidad,saldoin_valor,entrada_cantidad,entrada_valor,salida_cantidad,salida_valor,saldout_cantidad,saldout_valor,categoria,sub_categoria,balance_consistent
47-24-48,CARTON AMARILLO,6004,2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-50,VERDE,4073,2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-51,ROJO,3006,2/18,KILOS,0.0,0.0,204.5,204.5,204.0,204.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-53,FUCSIA,3009,2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-55,AMARILLO ORO,0016,2/18,KILOS,0.0,0.0,204.5,204.5,204.5,204.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-59,CONFITE,2002,2/18,KILOS,0.0,0.0,205.0,205.0,205.0,205.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-62,CALIPSO,7008,2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-64,VERDE LECHUGA,4008,2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-65,KANTUTA,3018,2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-67,AZUL PASTEL,7012,2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-69,BEIGE HUESO,6003,2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
01-24-05,FUCSIA,3009,2/32,KILOS,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-24-18,CICLAN,2004,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-24-59,VICUÑA,6026,2/32,KILOS,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-02,AZUL MARINO  7013  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-06,GUINDO POT.  3035  2/32-D,,,KILOS,0.0,0.0,204.5,204.5,204.0,204.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-10,CALIPSO  7008  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-14,NEGRO  5000  2/32-D,,,JUEGO,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-16,VERDE BOTELLA  4011  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-21,CICLAN  2004  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-26,FUCSIA  2009  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-29,AZALEA  7015  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-35,VERDE BANDERA  4010  2/32-D,,,KILOS,0.0,0.0,204.5,204.5,204.0,204.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-39,BLANCO  0010  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-43,CLAVEL  3034  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-48,VERDE LIMON  4051  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-52,BLANCO  0010  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
01-25-58,ROJO  3006  2/32-D,,,KILOS,0.0,0.0,204.5,204.5,204.0,204.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
02-24-10,VERDE BANDERA,4010,2/32,KILOS,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
02-25-07,AZUL MARINO  7013  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
02-25-21,BEIGE  6002  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
02-25-27,NEGRO  5000  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
02-25-33,AZUL PETROLEO  7009  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
02-25-43,VERDE BANDERA  4010  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
02-25-48,VICUÑA  6012 2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
02-25-70,GUINDO POT.  3035  2/32-D,,,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
02-25-74,BLANCO  0010  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
03-24-21,BLANCO,0010,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
03-25-01,VICUÑA  6011  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
03-25-04,AZUL MARINO  7013  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
03-25-07,KANTUTA  3018  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
03-25-12,NERGO  5000  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
03-25-22,PLOMO PLATA  8001  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
03-25-39,NEGRO  5000  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
03-25-43,AZUL PETROLEO  7009  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
03-25-53,ROJO  3006  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
04-25-03,FUCSIA  3009  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
04-25-07,TERRACOTA  6031  2/32-D,,,KILOS,0.0,0.0,204.5,204.5,204.0,204.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
04-25-20,SALMON  3002  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
04-25-26,AMARILLO ORO  0016  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
04-25-43,VERDE BANDERA  4010  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
04-25-54,CLAVEL  3034  2/32-D,,,KILOS,0.0,0.0,204.0,204.0,0.0,0.0,204.0,204.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
05-24-73,BLANCO,0010,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
05-24-81,VERDE LECHUGA,4034,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
07-24-12,BLANCO,0010,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
07-24-46,VERDE LIMON,4051,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
07-24-76,AZUL PASTEL,7012,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
08-24-28,CALIPSO,7008,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
08-24-71,BEIGE,6002,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
09-24-63,AZUL MARINO,7013,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
09-24-71,VERDE COCA,4036,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
10-24-01,VERDE LIMON,4051,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
10-24-14,BLANCO,0010,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
10-24-17,BEIGE CARTON,6002,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
10-24-39,MORADO,7023,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
10-24-71,TERRACOTA CAFE,6031,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
11-24-43,KANTUTA,3045,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
11-24-68,KANTUTA,3045,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
12-24-09,BLANCO,0010,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
12-24-15,FUCSIA,3009,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
12-24-28,BEIGE CARTON,6002,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
12-24-52,VERDE BANDERA,4010,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
12-24-54,NEGRO,5000,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
12-24-84,LILA BAJO,7018,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
13-24-03,GUINDO,3014,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
13-24-27-1,BLANCO,0010,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
13-24-51,VICUÑA  6007  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
13-24-55,ROJO  3006  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
14-24-25,VICUÑA  6012  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
14-24-35,BEIGE  6002  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
14-24-40,MARFIL  0017  2/32-D,,,KILOS,1.5,1.5,0.0,0.0,0.0,0.0,1.5,1.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
14-24-76,NARANJA  1023  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
14-24-84,VICUÑA  1032  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
15-24-11,VERDE OLIVO  4075  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
15-24-15,BLANCO  0010  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
15-24-31,CONFITE,2003,2/32,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
16-24-33,MORADO  7044  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
16-24-39,CARTON AMARILLO  6004  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
16-24-62,BLANCO  0010  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
17-24-16,GUINDO  3033  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
17-24-24,NARANJA  1013  2/32-D,,,KILOS,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
17-24-69,AZUL PETROLEO  7009  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
18-24-22,BLANCO  0010  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
18-24-45,AZUL MARINO  7013  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
19-24-33,VICUÑA  6007  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
19-24-67,VERDE BOTELLA  4011  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
20-24-26,CONFITE  2003  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
20-24-84,VERDE BOTELLA  4011  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
21-24-09,BLANCO  0010  2/32-D,,,KILOS,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
21-24-70,CLAVEL  3026  2/32-D,,,KILOS,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
22-24-23,VICUÑA  6012  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
22-24-55,CICLAN OSC.  2016  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
22-24-66,CAFE OSC.  6014  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
22-24-75,ROJO  3006  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
24-24-12,VERDE BOTELLA  4011  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
24-24-46,MARFIL  0018  2/32-D,,,KILOS,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
25-24-08,NEGRO  5000  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
25-24-40,AZUL PETROLEO  7009  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
26-24-04,MARFIL  0022  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-24-09,ROJO  3006  2/32-D,,,KILOS,4.5,4.5,0.0,0.0,0.0,0.0,4.5,4.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-24-14,AMARILLO  0023  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-24-25,MARFIL  0022  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-24-41,CICLAN  2004  2/32-D,,,KILOS,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-24-49,B. HUESO  6003  2/32-D,,,KILOS,18.5,18.5,0.0,0.0,0.0,0.0,18.5,18.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-24-53,KANTUTA  3045  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-24-62,ROJO  3006  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-24-70,BEIGE CART  6002  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-24-72,AZUL MARINO  7013  2-32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-45-24-01,GRISS  402  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-45-24-02,GRISS  402  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-45-24-07,GRISS  402  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-45-24-37,GRISS  402  2/32-D,,,KILOS,102.0,102.0,0.0,0.0,102.0,102.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
27-45-24-43,GRISS  402  2/32-D,,,KILOS,85.0,85.0,0.0,0.0,85.0,85.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
28-24-22,BEIGE  6002  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
28-24-31,BLANCO  0010  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
28-24-51,MARFIL  0018  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
29-24-06,BEIGE  6002  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
29-24-11,BLANCO  0010  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
29-24-43,MARFIL  0018  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
29-24-57,MORADO  7026  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
30-24-07,NEGRO  5000  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
30-24-14,VICUÑA  6011  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
30-24-26,NEGRO  5000  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
30-24-28,VICUÑA  6007  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
30-24-34,NEGRO  5000  2/32-D,,,KILOS,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
30-24-39,BLANCO  0010  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
30-24-47,NARANJA  1023  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
30-24-59,AZUL PASTEL  7012  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
30-24-71,AZUL MARINO  7013  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
31-24-17,NARANJA  7013  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
31-24-34,CICLAN  2004  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
31-24-45,KANTUTA  3018  2/32-D,,,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,2 - TITULO 2/32,True
