codigo,product_name,color_code,thickness,unidad,saldoin_cantidad,saldoin_valor,entrada_cantidad,entrada_valor,salida_cantidad,salida_valor,saldout_cantidad,saldout_valor,categoria,sub_categoria,balance_consistent
32-24-60,BLANCO,0010,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
32-24-71,NEGRO,5000,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
32-24-86,VERDE BANDERA,4010,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
33-24-07,CICLAN,2004,2/18,KILOS,3.5,3.5,0.0,0.0,3.5,3.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
33-24-18,AZUL PETROLEO,7084,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
33-24-19,BLANCO,0010,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
33-24-37,PLOMO,8010,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
33-24-66,MORADO,7026,2/18,KILOS,1.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
34-24-04,VERDE BANDERA,4010,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
34-24-07,CONFITE,2007,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
34-24-08,NEGRO,5000,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
34-24-24,NEGRO,5000,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
34-24-40,KANTUTA,3018,2/18,KILOS,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
34-24-44,KANTUTA,3045,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
34-24-53,ROJO SANDIA,3023,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
34-24-81,GALLETA,6010,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
34-24-83,CALIPSO CLARO,7098,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
35-23-37,VICUÑA,6011,2/18,KILOS,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
35-23-46,MARFIL,0022,2/18,KILOS,37.0,37.0,0.0,0.0,37.0,37.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
35-24-05,ROJO,3017,2/18,KILOS,1.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
35-24-17,CALIPSO,7008,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
35-24-19,VICUÑA,6026,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
35-24-23,LIMON 00020,,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
35-24-29,BLANCO,0010,2/18,KILOS,2.5,2.5,0.0,0.0,2.5,2.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
35-24-44,BIEGE OC.,6021,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
35-24-45,VERDE BANDERA,4010,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
35-24-57,GUINDO,3027,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
35-24-59,BLANCO,0010,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
35-24-70,CONFITE,2008,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-23-22,GUINDO POTOLO,3035,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-23-41,BLANCO,0010,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-24-05,CARTON AM.,6004,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-24-06,VICUÑA,6026,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-24-07,CAFE ROJISO,6013,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-24-09,MOSTAZA,1027,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-24-22,LIMON,0020,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-24-25,CLAVEL,3034,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-24-29,ROJO,3006,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-24-30,NEGRO,5000,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-24-52,VICUÑA,6007,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-24-72,NEGRO,5000,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-24-81,VERDE ESMERALDA,4033,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
36-24-84,CALIPSO,7008,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
37-23-19,HUESO,6003,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
37-23-56,NEGRO,5000,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
37-23-60,GUINDO,3033,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
37-23-71,BEIGE,6003,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
37-24-12,CLAVEL,3034,2/18,KILOS,204.0,204.0,0.0,0.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
37-24-23,ROJO,3006,2/18,KILOS,1.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
37-24-25,CLAVEL,3034,2/18,KILOS,1.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
37-24-34,CALVEL,3034,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
37-24-41,LILA,7040,2/18,KILOS,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
37-24-51,ROJO SANDIA,3023,2/18,KILOS,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
37-24-58,ROJO,3006,2/18,KILOS,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
37-24-60,NARANJA,1023,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-23-28,KANTUTA,3018,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-23-33,ROJO,3006,2/18,KILOS,2.5,2.5,0.0,0.0,2.5,2.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-23-35,NARANJA,1023,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-23-36,CALIPSO,7008,2/18,KILOS,1.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-23-54-1,FUCSIA,3009,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-23-65,CONFITE,2007,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-23-67,CONFITE,2008,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-23-71,CARTON AMARILLO,6004,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-24-06,GUINDO,3027,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-24-12,VERDE COCA,4036,2/18,KILOS,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-24-22,AVIACION,7042,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-24-27,GUINDO,3033,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-24-48,NEGRO,5000,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-24-50,SALMON,3003,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
38-24-59,VERDE ESMSERALDA,4013,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-02,SALMON,3038,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-10,TURQUEZA,7003,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-14,VICUÑA,6011,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-18,ROJO,3006,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-22-1,GUINDO,3029,2/18,KILOS,24.0,24.0,0.0,0.0,24.0,24.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-24,VERDE BANDERA,4010,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-25,AMARILLO CANARIO,0021,2/18,KILOS,1.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-27,AMARILLO ORO,0016,2/18,KILOS,6.5,6.5,0.0,0.0,6.5,6.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-28,VERDE LECHUGA,4034,2/18,KILOS,1.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-36,MARFIL,0022,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-40,FUCSIA,3049,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-50,VICUÑA,6011,2/18,KILOS,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-67,AZUL PETROLEO,7009,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-23-69,VERDE COCA,4036,2/18,KILOS,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-24-17,CELESTE,7054,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
39-24-19,ROJO,3017,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-23-01,TURQUEZA,7003,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-23-05,FUCSIA,3009,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-23-22,GUINDO,3033,2/18,KILOS,4.5,4.5,0.0,0.0,4.5,4.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-23-30,VERDE BANDERA,4010,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-23-31,KANTUTA,3018,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-23-40,BLANCO,0010,2/18,KILOS,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-23-51,VICUÑA,6011,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-23-55,NEGRO,5000,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-23-63,KANTUTA,3045,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-23-68,CICLAN,2004,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-23-69,SALMON,3002,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-23-84,CICLAN,2004,2/18,KILOS,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-24-07,AVIACION,7042,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
40-24-37,VERDE LECHUGA,4034,2/18,KILOS,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
41-24-34,CALIPSO,7008,2/18,KILOS,1.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
41-24-35,KANTUTA,3018,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
41-24-55,ROJO,3017,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
41-24-56,KANTUTA,3018,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
42-24-05,VICUÑA,6011,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
42-24-38,BEIGE HUESO,6003,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
42-24-49,NEGRO,5000,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
42-24-62,BLANCO,0010,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
42-24-83,CICLAN,2004,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
43-24-06,ROJO,3006,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
43-24-13,AVIACION,7042,2/18,KILOS,1.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
43-24-50,PLOMO PLATA,8009,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
43-24-52,VERDE BANDERA,4010,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
43-24-66,FUCSIA,3009,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
44-24-05,NEGRO,5000,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
44-24-60,CARTON AMARILLO,6004,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
44-24-62,AZULINO,7006,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
45-24-02,CAFE ROJISO,6013,2/18,KILOS,204.0,204.0,0.0,0.0,0.0,0.0,204.0,204.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
45-24-06,CAFE ROJISO,6013,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
45-24-28,NARANJA,1013,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
45-24-40,FUCSIA,3009,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
45-24-53,NEGRO,5000,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
46-24-13,BEIGE HUESO,6003,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
46-24-15,BLANCO,0010,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
46-24-21,GUINDO,3027,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
46-24-33,BLANCO,0010,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
46-24-35,AZUL PETROLEO,7009,2/18,KILOS,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
46-24-40,TURQUEZA,7003,2/18,KILOS,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
46-24-46,NEGRO,5000,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
46-24-55,KANTUTA,3018,2/18,KILOS,1.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
46-24-66,LILA,7043,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
46-24-68,ROJO SANDIA,3023,2/18,KILOS,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-01,VERDE MEDIO,4029,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-07,AZUL PETROLEO,7009,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-13,BEIGE OSC.,6021,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-15,CALIPSO,7008,2/18,KILOS,5.5,5.5,0.0,0.0,5.5,5.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-18,SANDIA,3004,2/18,KILOS,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-20,KANTUTA,3045,2/18,KILOS,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-24,AZUL PETROLEO,7009,2/18,KILOS,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-28,BLANCO,0010,2/18,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-30,BLANCO,0010,2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-33,BLANCO,0010,2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-37,BLANCO,0010,2/18,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-40,AVIACION,7042,2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-41,VERDE BANDERA,4010,2/18,KILOS,0.0,0.0,204.0,204.0,204.0,204.0,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-43,VERDE LECHUGA,4007,2/18,KILOS,0.0,0.0,204.5,204.5,204.5,204.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
47-24-46,CARTON AMARILLO,6004,2/18,KILOS,0.0,0.0,203.5,203.5,203.5,203.5,0.0,0.0,1 - ALMACEN PRODUCTO TERMINADO,1 - TITULO 2/18,True
